cik_str,symbol,name,cik
19617,AMJB,JPMORGAN CHASE & CO,19617
19617,JPM-PK,JPMORGAN CHASE & CO,19617
19617,JPM-PL,JPMORGAN CHASE & CO,19617
19617,JPM-PM,JPMORGAN CHASE & CO,19617
19617,VYLD,JPMORGAN CHASE & CO,19617
1600928,HPHTF,Hamamatsu Photonics K.K./ADR,1600928
1999297,DSYWW,Big Tree Cloud Holdings Ltd,1999297
1127007,VYRE,CABO VERDE CAPITAL INC.,1127007
1516324,BTDPF,Barratt Developments PLC/ADR,1516324
1839586,DMXCF,District Metals Corp.,1839586
2071912,PREKF,PrairieSky Royalty Ltd/ADR,2071912
2062803,IDPUF,IDP Education Ltd./ADR,2062803
2070829,CTATF,"Contemporary Amperex Technology Co., Limited/ADR",2070829
1534281,MBUMF,"Mabuchi Motor Co., Ltd./ADR",1534281
2062440,KYIVW,Kyivstar Group Ltd.,2062440
2066601,TOKCF,"Tokyo Ohka Kogyo Co., Ltd./ADR",2066601
2072389,NPIFF,Northland Power Inc./ADR,2072389
2072389,NPICF,Northland Power Inc./ADR,2072389
1868640,RDZNW,Roadzen Inc.,1868640
1883085,PGYWW,Pagaya Technologies Ltd.,1883085
1527469,ATHS,Athene Holding Ltd.,1527469
1527469,ATH-PB,Athene Holding Ltd.,1527469
1527469,ATH-PD,Athene Holding Ltd.,1527469
1527469,ATH-PE,Athene Holding Ltd.,1527469
2049662,CGCTW,Cartesian Growth Corp III,2049662
2049662,CGCTU,Cartesian Growth Corp III,2049662
1962746,LOTWW,Lotus Technology Inc.,1962746
750577,HWCPZ,HANCOCK WHITNEY CORP,750577
2069856,HCMAU,HCM III ACQUISITION CORP.,2069856
2069856,HCMAW,HCM III ACQUISITION CORP.,2069856
1431852,ODVWZ,Osisko Development Corp.,1431852
720005,RJF-PB,RAYMOND JAMES FINANCIAL INC,720005
1935418,FMSTW,Foremost Clean Energy Ltd.,1935418
2025878,TYBB,TriUnity Business Services Ltd,2025878
1462418,ASPSZ,ALTISOURCE PORTFOLIO SOLUTIONS S.A.,1462418
1462418,ASPSW,ALTISOURCE PORTFOLIO SOLUTIONS S.A.,1462418
1030475,CHNEY,CHINA EASTERN AIRLINES CORP LTD,1030475
1853138,KDKRW,"Kodiak AI, Inc.",1853138
719245,WBKCY,WESTPAC BANKING CORP,719245
12927,BA-PA,BOEING CO,12927
2075877,BKPKF,Bank Pekao S.A./ADR,2075877
2075918,CSCCF,Capstone Copper Corp./ADR,2075918
1801729,NCLTF,"Nitori Holdings Co., Ltd.",1801729
2060863,NGHLF,Nightingale Health Plc,2060863
2075349,TNDEF,Top End Energy Ltd/ADR,2075349
1751162,CHWRF,China Tower Corp Limited/ADR,1751162
1620857,SYYYF,Synthomer plc/ADR,1620857
1824204,PVOZ,Park View OZ REIT Inc,1824204
2021390,GDERF,Galderma Group AG/ADR,2021390
2027329,OPTHF,Optimi Health Corp.,2027329
1472033,JTGLF,"Citibank,N.A./ADR",1472033
2018463,BRETF,Brazilian Rare Earths Limited/ADR,2018463
1287032,PSEC-PA,PROSPECT CAPITAL CORP,1287032
1976663,NXNT,"Nexscient, Inc.",1976663
1685040,BHFAM,"Brighthouse Financial, Inc.",1685040
1685040,BHFAN,"Brighthouse Financial, Inc.",1685040
1685040,BHFAO,"Brighthouse Financial, Inc.",1685040
1318885,DSX-WT,DIANA SHIPPING INC.,1318885
46207,HAWLI,HAWAIIAN ELECTRIC CO INC,46207
46207,HAWLL,HAWAIIAN ELECTRIC CO INC,46207
46207,HAWLM,HAWAIIAN ELECTRIC CO INC,46207
46207,HAWEM,HAWAIIAN ELECTRIC CO INC,46207
1949257,RDPTF,Radiopharm Theranostics Ltd,1949257
1210708,STRRP,"Star Equity Holdings, Inc.",1210708
1087711,STNDF,Santander UK plc,1087711
1087711,SNTUF,Santander UK plc,1087711
2074059,WIPKF,Winpak Ltd./ADR,2074059
2014145,MNYFF,"Money Forward, Inc./ADR",2014145
1699967,MEIUF,Meitu Inc./ADR,1699967
1567526,IHICF,IHI Corporation/ADR,1567526
1752564,MRCIF,"Mercari, Inc./ADR",1752564
1437153,CUYTF,Colruyt SA,1437153
1144392,BKTH,MEGOLA INC,1144392
2026514,NAMMW,Namib Minerals,2026514
2073804,TCLHF,TCL Electronics Holdings Limited/ADR,2073804
2073268,BIREF,Birchcliff Energy Ltd./ADR,2073268
1547870,BUGDF,Bumrungrad Hospital Public Co Limited/ADR,1547870
1547870,BUHPF,Bumrungrad Hospital Public Co Limited/ADR,1547870
1547870,BUHHF,Bumrungrad Hospital Public Co Limited/ADR,1547870
909112,TXEMF,TEMPLETON EMERGING MARKETS INCOME FUND,909112
920822,OUTFF,OUTOKUMPU OY /FI,920822
2053456,TGE-WT,Generation Essentials Group,2053456
1729514,VTTGF,VAT Group AG/ADR,1729514
2072098,TMTNF,Toromont Industries Ltd./ADR,2072098
1811931,APGOD,Apollo Silver Corp,1811931
2019040,TYNPF,Nippon Sanso Holdings Corporation/ADR,2019040
1557651,NXPRF,Nexans S.A./ADR,1557651
1682220,SACH-PA,Sachem Capital Corp.,1682220
1682220,SCCC,Sachem Capital Corp.,1682220
1682220,SCCD,Sachem Capital Corp.,1682220
1682220,SCCE,Sachem Capital Corp.,1682220
1682220,SCCF,Sachem Capital Corp.,1682220
1682220,SCCG,Sachem Capital Corp.,1682220
712771,CNOBP,"ConnectOne Bancorp, Inc.",712771
2025396,VCICU,Vine Hill Capital Investment Corp.,2025396
2025396,VCICW,Vine Hill Capital Investment Corp.,2025396
1282957,GLU-PA,GABELLI GLOBAL UTILITY & INCOME TRUST,1282957
1874315,SATLW,Satellogic Inc.,1874315
2048948,NPACW,New Providence Acquisition Corp. III/Cayman,2048948
2048948,NPACU,New Providence Acquisition Corp. III/Cayman,2048948
2073913,NNWWF,North West Co Inc./ADR,2073913
2042187,KYFGF,Kyoto Financial Group Inc/ADR,2042187
831001,C-PN,CITIGROUP INC,831001
1793229,MPLNW,Claritev Corp,1793229
1373670,GRBK-PA,"Green Brick Partners, Inc.",1373670
910606,REGCO,REGENCY CENTERS CORP,910606
910606,REGCP,REGENCY CENTERS CORP,910606
1541309,CRSLF,carsales.com Limited/ADR,1541309
1472879,WCPRF,WHITECAP RESOURCES INC.,1472879
2071911,CPWPF,Capital Power Corp/ADR,2071911
2071911,CPRHF,Capital Power Corp/ADR,2071911
2071911,CPXWF,Capital Power Corp/ADR,2071911
1447391,RSNHF,RESONA HOLDINGS INC,1447391
1455632,NXPGF,Mobico Group PLC/ADR,1455632
2018139,TYHOF,Toyota Tsusho Corporation/ADR,2018139
2087500,NHKGF,NHK Spring Co. Ltd/ADR,2087500
2074157,SVAUF,StorageVault Canada Inc./ADR,2074157
1838163,BNAIW,Brand Engagement Network Inc.,1838163
1718224,BTBDW,"BT Brands, Inc.",1718224
1822993,JXN-PA,Jackson Financial Inc.,1822993
1748137,NEOVW,NeoVolta Inc.,1748137
109380,ZIONP,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/",109380
2016221,MACIW,Melar Acquisition Corp. I/Cayman,2016221
2016221,MACIU,Melar Acquisition Corp. I/Cayman,2016221
1852207,BEAGU,Bold Eagle Acquisition Corp.,1852207
1852207,BEAGR,Bold Eagle Acquisition Corp.,1852207
1698538,STSR,"Strategic Student & Senior Housing Trust, Inc.",1698538
1075415,DHCNI,DIVERSIFIED HEALTHCARE TRUST,1075415
1075415,DHCNL,DIVERSIFIED HEALTHCARE TRUST,1075415
2020987,YHNAR,YHN Acquisition I Ltd,2020987
2020987,YHNAU,YHN Acquisition I Ltd,2020987
2032517,STKTF,Sectra AB/ADR,2032517
2041918,LTMGF,Lottomatica Group S.p.A./ADR,2041918
1856488,HNSDF,Hensoldt AG/ADR,1856488
2048270,SMFRF,"Sumitomo Forestry Co., Ltd./ADR",2048270
2020414,EDVGF,Endeavour Group Limited/ADR,2020414
2008315,ARHUF,AAK AB/ADR,2008315
2053411,PCPPF,PC Partner Group Ltd/ADR,2053411
2073638,FINGF,Finning International Inc./ADR,2073638
1788707,ADYYF,Adyen N.V./ADR,1788707
1936255,FORLU,Four Leaf Acquisition Corp,1936255
1936255,FORLW,Four Leaf Acquisition Corp,1936255
1945711,LVROW,Lavoro Ltd,1945711
1055160,MFA-PC,"MFA FINANCIAL, INC.",1055160
1055160,MFAN,"MFA FINANCIAL, INC.",1055160
1055160,MFAO,"MFA FINANCIAL, INC.",1055160
1843477,SVIIR,Spring Valley Acquisition Corp. II,1843477
1843477,SVIIU,Spring Valley Acquisition Corp. II,1843477
1843477,SVIIW,Spring Valley Acquisition Corp. II,1843477
2000775,BKHAU,Black Hawk Acquisition Corp,2000775
2000775,BKHAR,Black Hawk Acquisition Corp,2000775
2073340,TLNCU,Talon Capital Corp.,2073340
2039058,JACS-UN,Jackson Acquisition Co II,2039058
2039058,JACS-RI,Jackson Acquisition Co II,2039058
1061219,EPDU,ENTERPRISE PRODUCTS PARTNERS L.P.,1061219
1831359,JWSWF,Jaws Mustang Acquisition Corp,1831359
1831359,JWSUF,Jaws Mustang Acquisition Corp,1831359
811156,CMSC,CMS ENERGY CORP,811156
811156,CMSD,CMS ENERGY CORP,811156
811156,CMS-PC,CMS ENERGY CORP,811156
1862463,AMODW,"ALPHA MODUS HOLDINGS, INC.",1862463
907254,BFS-PE,"SAUL CENTERS, INC.",907254
2076427,LATAU,Galata Acquisition Corp. II,2076427
59558,LNC-PD,LINCOLN NATIONAL CORP,59558
1969475,BAYAU,Bayview Acquisition Corp,1969475
1969475,BAYAR,Bayview Acquisition Corp,1969475
2028336,NUAIW,"New ERA Energy & Digital, Inc.",2028336
1866838,IGTAR,Inception Growth Acquisition Ltd,1866838
1866838,IGTAU,Inception Growth Acquisition Ltd,1866838
1866838,IGTAW,Inception Growth Acquisition Ltd,1866838
1831979,SDSTW,Stardust Power Inc.,1831979
2044635,GSHRU,Gesher Acquisition Corp. II,2044635
2044635,GSHRW,Gesher Acquisition Corp. II,2044635
1835654,INVZW,Innoviz Technologies Ltd.,1835654
1070423,PAAPU,PLAINS ALL AMERICAN PIPELINE LP,1070423
1045450,EPR-PC,EPR PROPERTIES,1045450
1045450,EPR-PE,EPR PROPERTIES,1045450
1832511,PIIIW,P3 Health Partners Inc.,1832511
1232384,TCNCF,TC ENERGY CORP,1232384
1232384,TRPRF,TC ENERGY CORP,1232384
1232384,TCEYF,TC ENERGY CORP,1232384
1232384,TRPPF,TC ENERGY CORP,1232384
1232384,TRPEF,TC ENERGY CORP,1232384
1232384,TCENF,TC ENERGY CORP,1232384
1819516,WSUPW,Wheels Up Experience Inc.,1819516
1788841,MCOMW,micromobility.com Inc.,1788841
2048951,LOKVW,Live Oak Acquisition Corp. V,2048951
2048951,LOKVU,Live Oak Acquisition Corp. V,2048951
1932737,AIIOW,ROBO.AI INC.,1932737
1823652,EVEX-WT,"Eve Holding, Inc.",1823652
1833498,MDAIW,"Spectral AI, Inc.",1833498
2057043,WENNW,WEN Acquisition Corp,2057043
2057043,WENNU,WEN Acquisition Corp,2057043
1997652,TBNRL,Tamboran Resources Corp,1997652
2035173,RTACW,Renatus Tactical Acquisition Corp I,2035173
2035173,RTACU,Renatus Tactical Acquisition Corp I,2035173
899689,VNO-PN,VORNADO REALTY TRUST,899689
899689,VNO-PO,VORNADO REALTY TRUST,899689
794685,GAB-PK,GABELLI EQUITY TRUST INC,794685
2061379,LWACU,LightWave Acquisition Corp.,2061379
2061379,LWACW,LightWave Acquisition Corp.,2061379
1830696,GLCP,GLOBAL LEADERS CORP,1830696
1854183,ORIB,Orion Bliss Corp.,1854183
2041531,BDTB,Bodhi Tree Biotechnology Inc,2041531
230557,SIGIP,SELECTIVE INSURANCE GROUP INC,230557
827876,CLSKW,"CLEANSPARK, INC.",827876
1099219,MET-PF,METLIFE INC,1099219
1826011,BNZIW,"Banzai International, Inc.",1826011
1275617,UTF-RI,COHEN & STEERS INFRASTRUCTURE FUND INC,1275617
1705012,FATBP,"Fat Brands, Inc",1705012
1492448,MAJI,"Exousia Pro, Inc.",1492448
895126,EXEEZ,EXPAND ENERGY Corp,895126
895126,EXEEW,EXPAND ENERGY Corp,895126
895126,EXEEL,EXPAND ENERGY Corp,895126
88948,SENEM,Seneca Foods Corp,88948
88948,SENEL,Seneca Foods Corp,88948
1000209,MBNKO,MEDALLION FINANCIAL CORP,1000209
1096691,PTNRF,PARTNER COMMUNICATIONS CO LTD,1096691
2059165,SSEAU,STARRY SEA ACQUISITION CORP,2059165
2028027,NTWOW,Newbury Street II Acquisition Corp,2028027
1851909,CDAWF,Compass Digital Acquisition Corp.,1851909
1851909,CDAUF,Compass Digital Acquisition Corp.,1851909
1164727,NEMCL,NEWMONT Corp /DE/,1164727
2028027,NTWOU,Newbury Street II Acquisition Corp,2028027
1937987,FBYDW,"Falcon's Beyond Global, Inc.",1937987
1920294,RZLVW,REZOLVE AI PLC,1920294
1809750,EDBLW,Edible Garden AG Inc,1809750
1502292,CNFRZ,"Conifer Holdings, Inc.",1502292
1863006,VLN-WT,Valens Semiconductor Ltd.,1863006
1839341,CORZW,"Core Scientific, Inc./tx",1839341
1839341,CORZZ,"Core Scientific, Inc./tx",1839341
1839341,CORZR,"Core Scientific, Inc./tx",1839341
1651721,GIPRW,"GENERATION INCOME PROPERTIES, INC.",1651721
1468929,NXGLW,"NEXGEL, INC.",1468929
2047455,QSEAR,Quartzsea Acquisition Corp,2047455
2047455,QSEAU,Quartzsea Acquisition Corp,2047455
1930147,SPME,"Sound Point Meridian Capital, Inc.",1930147
1930147,SPMA,"Sound Point Meridian Capital, Inc.",1930147
1824403,RSVRW,"Reservoir Media, Inc.",1824403
1779372,BEATW,"HeartBeam, Inc.",1779372
1888654,FEAV,"5E Advanced Materials, Inc.",1888654
927971,BERZ,BANK OF MONTREAL /CAN/,927971
1630472,TRTX-PC,"TPG RE Finance Trust, Inc.",1630472
927971,FNGO,BANK OF MONTREAL /CAN/,927971
927971,FNGS,BANK OF MONTREAL /CAN/,927971
927971,FNGU,BANK OF MONTREAL /CAN/,927971
927971,GDXD,BANK OF MONTREAL /CAN/,927971
927971,DULL,BANK OF MONTREAL /CAN/,927971
927971,FLYD,BANK OF MONTREAL /CAN/,927971
927971,FLYU,BANK OF MONTREAL /CAN/,927971
1501729,FSEN,FS Specialty Lending Fund,1501729
1512228,NIOBW,NIOCORP DEVELOPMENTS LTD,1512228
1649009,SYTAW,Siyata Mobile Inc.,1649009
1799191,TOIIW,"Oncology Institute, Inc.",1799191
1901336,ALCYW,Alchemy Investments Acquisition Corp 1,1901336
1901336,ALCYU,Alchemy Investments Acquisition Corp 1,1901336
1812360,FOXOW,FOXO TECHNOLOGIES INC.,1812360
1501072,RIV-PA,"RIVERNORTH OPPORTUNITIES FUND, INC.",1501072
1501072,RIV-RI,"RIVERNORTH OPPORTUNITIES FUND, INC.",1501072
1966287,GFRWF,Greenfire Resources Ltd.,1966287
1034957,CRESW,CRESUD INC,1034957
1887912,WLSS,Welsis Corp.,1887912
1964979,ALUR-WT,"ALLURION TECHNOLOGIES, INC.",1964979
2028516,ATIIU,Archimedes Tech SPAC Partners II Co.,2028516
2028516,ATIIW,Archimedes Tech SPAC Partners II Co.,2028516
2025608,SOUL-RI,Soulpower Acquisition Corp.,2025608
2025608,SOUL-UN,Soulpower Acquisition Corp.,2025608
1127248,EMRPF,EMERA INC,1127248
1127248,EMRJF,EMERA INC,1127248
1127248,EMICF,EMERA INC,1127248
1898416,ALVOW,Alvotech,1898416
1851959,CNDAW,Concord Acquisition Corp II,1851959
1851959,CNDAU,Concord Acquisition Corp II,1851959
927971,BNKD,BANK OF MONTREAL /CAN/,927971
927971,BNKU,BANK OF MONTREAL /CAN/,927971
927971,BULZ,BANK OF MONTREAL /CAN/,927971
927971,JETU,BANK OF MONTREAL /CAN/,927971
927971,JETD,BANK OF MONTREAL /CAN/,927971
927971,CARD,BANK OF MONTREAL /CAN/,927971
927971,CARU,BANK OF MONTREAL /CAN/,927971
927971,SHNY,BANK OF MONTREAL /CAN/,927971
927971,WTID,BANK OF MONTREAL /CAN/,927971
927971,WTIU,BANK OF MONTREAL /CAN/,927971
927971,GDXU,BANK OF MONTREAL /CAN/,927971
927971,NRGD,BANK OF MONTREAL /CAN/,927971
927971,NRGU,BANK OF MONTREAL /CAN/,927971
927971,OILD,BANK OF MONTREAL /CAN/,927971
927971,OILU,BANK OF MONTREAL /CAN/,927971
1562463,INBKZ,First Internet Bancorp,1562463
66004,MSEXP,MIDDLESEX WATER CO,66004
1967478,CAPTW,Captivision Inc.,1967478
1779128,SRTAW,"Strata Critical Medical, Inc.",1779128
1356115,NXDT-PA,NEXPOINT DIVERSIFIED REAL ESTATE TRUST,1356115
1753712,LARAX,Lord Abbett Credit Opportunities Fund,1753712
831609,CWLXF,C21 Investments Inc.,831609
1846235,IMAQR,International Media Acquisition Corp.,1846235
1846235,IMAQU,International Media Acquisition Corp.,1846235
1846235,IMAQW,International Media Acquisition Corp.,1846235
720672,SFB,STIFEL FINANCIAL CORP,720672
720672,SF-PC,STIFEL FINANCIAL CORP,720672
720672,SF-PD,STIFEL FINANCIAL CORP,720672
1212545,WAL-PA,WESTERN ALLIANCE BANCORPORATION,1212545
2020385,TAVIU,Tavia Acquisition Corp.,2020385
2020385,TAVIR,Tavia Acquisition Corp.,2020385
2034334,AACBR,Artius II Acquisition Inc.,2034334
2034334,AACBU,Artius II Acquisition Inc.,2034334
2018145,RDACR,Rising Dragon Acquisition Corp.,2018145
2018145,RDACU,Rising Dragon Acquisition Corp.,2018145
1509470,SSSSL,SURO CAPITAL CORP.,1509470
936528,WAFDP,WAFD INC,936528
911421,PREJF,PARTNERRE LTD,911421
1562528,FBRT-PE,"Franklin BSP Realty Trust, Inc.",1562528
2040381,PACHW,Pioneer Acquisition I Corp,2040381
2040381,PACHU,Pioneer Acquisition I Corp,2040381
1727255,COBA,Chilean Cobalt Corp.,1727255
1901203,IROHR,Iron Horse Acquisitions Corp.,1901203
1901203,IROHW,Iron Horse Acquisitions Corp.,1901203
1901203,IROHU,Iron Horse Acquisitions Corp.,1901203
1860871,TVGNW,Tevogen Bio Holdings Inc.,1860871
1413891,HWNID,"HIGH WIRE NETWORKS, INC.",1413891
1802457,ORGNW,"Origin Materials, Inc.",1802457
1687187,METCB,"Ramaco Resources, Inc.",1687187
1687187,METCZ,"Ramaco Resources, Inc.",1687187
1687187,METCI,"Ramaco Resources, Inc.",1687187
1509589,CIVII,"CIVITAS RESOURCES, INC.",1509589
1839530,XBPEW,"XBP Global Holdings, Inc.",1839530
1765048,GCGJ,GUOCHUN INTERNATIONAL INC.,1765048
1889450,FTIIU,FutureTech II Acquisition Corp.,1889450
1889450,FTIIW,FutureTech II Acquisition Corp.,1889450
1805833,SSTPW,"System1, Inc.",1805833
1944212,DYCQU,DT Cloud Acquisition Corp,1944212
1944212,DYCQR,DT Cloud Acquisition Corp,1944212
1013706,WHLMD,"Wilhelmina International, Inc.",1013706
2014254,FSTWF,FST Corp.,2014254
1357878,RGPX,"REGENEREX PHARMA, INC.",1357878
1657853,HTZWW,"HERTZ GLOBAL HOLDINGS, INC",1657853
1039828,ANG-PD,American National Group Inc.,1039828
1039828,ANG-PB,American National Group Inc.,1039828
2074872,KRSP-UN,Rice Acquisition Corp 3,2074872
1267395,AHL-PF,ASPEN INSURANCE HOLDINGS LTD,1267395
2064355,BCSS-UN,Bain Capital GSS Investment Corp.,2064355
2029492,MLACU,Mountain Lake Acquisition Corp.,2029492
2029492,MLACR,Mountain Lake Acquisition Corp.,2029492
1847345,ASBPW,"Aspire Biopharma Holdings, Inc.",1847345
1847986,DFLIW,Dragonfly Energy Holdings Corp.,1847986
1930313,SBCWW,SBC Medical Group Holdings Inc,1930313
1393311,PSA-PI,Public Storage,1393311
1393311,PSA-PJ,Public Storage,1393311
1393311,PSA-PF,Public Storage,1393311
1393311,PSA-PG,Public Storage,1393311
1695519,ATGAF,AltaGas Ltd.,1695519
1695519,ATGPF,AltaGas Ltd.,1695519
1393311,PSA-PL,Public Storage,1393311
1393311,PSA-PM,Public Storage,1393311
1393311,PSA-PN,Public Storage,1393311
1393311,PSA-PO,Public Storage,1393311
1393311,PSA-PP,Public Storage,1393311
1393311,PSA-PQ,Public Storage,1393311
1393311,PSA-PR,Public Storage,1393311
1393311,PSA-PS,Public Storage,1393311
1482512,HPP-PC,"Hudson Pacific Properties, Inc.",1482512
1915380,DMYY-UN,"dMY Squared Technology Group, Inc.",1915380
1915380,DMYY-WT,"dMY Squared Technology Group, Inc.",1915380
1842556,EONR-WT,EON Resources Inc.,1842556
18654,AILIO,Ameren Illinois Co,18654
18654,AILIP,Ameren Illinois Co,18654
1527352,NXLIW,"Nexalin Technology, Inc.",1527352
1408534,FGBIP,"First Guaranty Bancshares, Inc.",1408534
1973368,SVUWF,SRIVARU Holding Ltd,1973368
1776909,CURIW,CuriosityStream Inc.,1776909
897802,SPE-PC,"SPECIAL OPPORTUNITIES FUND, INC.",897802
899051,ALL-PI,ALLSTATE CORP,899051
899051,ALL-PJ,ALLSTATE CORP,899051
1885408,JFBRW,Jeffs' Brands Ltd,1885408
1765651,PSPX,Pacific Sports Exchange Inc.,1765651
1101026,ZIVOW,"Zivo Bioscience, Inc.",1101026
933267,IRS-WT,IRSA INVESTMENTS & REPRESENTATIONS INC,933267
1456772,OPINL,OFFICE PROPERTIES INCOME TRUST,1456772
1490349,PFXNZ,PhenixFIN Corp,1490349
203596,WSBCP,WESBANCO INC,203596
203596,WSBCL,WESBANCO INC,203596
1527541,WHLRL,"Wheeler Real Estate Investment Trust, Inc.",1527541
1760903,SHOTW,"Safety Shot, Inc.",1760903
1718405,HYMCL,HYCROFT MINING HOLDING CORP,1718405
1718405,HYMCW,HYCROFT MINING HOLDING CORP,1718405
1828972,BZFDW,"BuzzFeed, Inc.",1828972
73124,NTRSO,NORTHERN TRUST CORP,73124
2003750,MGSD,"Maitong Sunshine Cultural Development Co., Ltd",2003750
791908,XOMAO,XOMA Royalty Corp,791908
791908,XOMAP,XOMA Royalty Corp,791908
1804176,BFLY-WT,"Butterfly Network, Inc.",1804176
18349,SNV-PE,SYNOVUS FINANCIAL CORP,18349
1924064,RLNDF,RoyaLand Co Ltd.,1924064
1759824,ALTG-PA,ALTA EQUIPMENT GROUP INC.,1759824
1927719,CRGOW,Freightos Ltd,1927719
1945422,OAKUR,Oak Woods Acquisition Corp,1945422
1945422,OAKUW,Oak Woods Acquisition Corp,1945422
1945422,OAKUU,Oak Woods Acquisition Corp,1945422
2053799,KCHVR,Kochav Defense Acquisition Corp.,2053799
2053799,KCHVU,Kochav Defense Acquisition Corp.,2053799
798949,UNTCW,UNIT CORP,798949
1080657,SQFTP,"Presidio Property Trust, Inc.",1080657
1080657,SQFTW,"Presidio Property Trust, Inc.",1080657
1631596,KREF-PA,KKR Real Estate Finance Trust Inc.,1631596
1176948,ARES-PB,Ares Management Corp,1176948
1336364,GIGGF,Giga Metals Corp,1336364
2002038,LEGT-UN,Legato Merger Corp. III,2002038
2002038,LEGT-WT,Legato Merger Corp. III,2002038
1476045,CLDT-PA,Chatham Lodging Trust,1476045
1820302,BKKT-WT,"Bakkt Holdings, Inc.",1820302
801337,WBS-PG,WEBSTER FINANCIAL CORP,801337
1915328,ISRLU,Israel Acquisitions Corp,1915328
1915328,ISRLW,Israel Acquisitions Corp,1915328
2021042,EQV-WT,EQV Ventures Acquisition Corp.,2021042
2021042,EQV-UN,EQV Ventures Acquisition Corp.,2021042
1844971,GREEL,Greenidge Generation Holdings Inc.,1844971
1779474,MAPSW,"WM TECHNOLOGY, INC.",1779474
1828937,FOACW,Finance of America Companies Inc.,1828937
1086888,MNLCF,MANULIFE FINANCIAL CORP,1086888
1086888,MNQFF,MANULIFE FINANCIAL CORP,1086888
1086888,MNUFF,MANULIFE FINANCIAL CORP,1086888
860748,KMPB,KEMPER Corp,860748
1866226,WTMAR,Welsbach Technology Metals Acquisition Corp.,1866226
1866226,WTMAU,Welsbach Technology Metals Acquisition Corp.,1866226
921671,GGT-PG,GABELLI MULTIMEDIA TRUST INC.,921671
1015383,POWWP,Outdoor Holding Co,1015383
883569,FOSLL,"Fossil Group, Inc.",883569
1833214,SABSW,"SAB Biotherapeutics, Inc.",1833214
1527590,RCD,Ready Capital Corp,1527590
1527590,RCB,Ready Capital Corp,1527590
1527590,RCC,Ready Capital Corp,1527590
1527590,RC-PC,Ready Capital Corp,1527590
1527590,RC-PE,Ready Capital Corp,1527590
1577552,BBAAY,Alibaba Group Holding Ltd,1577552
1870404,CEROW,"CERO THERAPEUTICS HOLDINGS, INC.",1870404
1985554,LDXC,Londax Corp.,1985554
1546066,PPLOF,PEMBINA PIPELINE CORP,1546066
1546066,PBPRF,PEMBINA PIPELINE CORP,1546066
1546066,PBNAF,PEMBINA PIPELINE CORP,1546066
1546066,PMBPF,PEMBINA PIPELINE CORP,1546066
1546066,PMMBF,PEMBINA PIPELINE CORP,1546066
1546066,PPLAF,PEMBINA PIPELINE CORP,1546066
1465740,TWOD,TWO HARBORS INVESTMENT CORP.,1465740
1390777,BK-PK,Bank of New York Mellon Corp,1390777
1907730,YOTAR,Yotta Acquisition Corp,1907730
947484,ACGLN,ARCH CAPITAL GROUP LTD.,947484
2032966,TICAW,ACUREN CORP,2032966
314489,BUSEP,FIRST BUSEY CORP /NV/,314489
1854149,ANSCU,Agriculture & Natural Solutions Acquisition Corp,1854149
1854149,ANSCW,Agriculture & Natural Solutions Acquisition Corp,1854149
2002045,GCLWW,GCL Global Holdings Ltd,2002045
1406234,BIPH,Brookfield Infrastructure Partners L.P.,1406234
1406234,BIPI,Brookfield Infrastructure Partners L.P.,1406234
1406234,BIP-PA,Brookfield Infrastructure Partners L.P.,1406234
1406234,BIP-PB,Brookfield Infrastructure Partners L.P.,1406234
1406234,BRIPF,Brookfield Infrastructure Partners L.P.,1406234
1406234,BIPJ,Brookfield Infrastructure Partners L.P.,1406234
1131312,ZNOGW,ZION OIL & GAS INC,1131312
36104,USB-PS,US BANCORP \DE\,36104
36104,USB-PQ,US BANCORP \DE\,36104
36104,USB-PR,US BANCORP \DE\,36104
1823878,MYPSW,"PLAYSTUDIOS, Inc.",1823878
1854816,MINR,Minerva Gold Inc.,1854816
2021938,SNNRF,Sunrise Communications AG,2021938
2021938,SNRBY,Sunrise Communications AG,2021938
2021938,SNREY,Sunrise Communications AG,2021938
769594,NPPXF,NIPPON TELEGRAPH & TELEPHONE CORP,769594
2013186,TNMWF,TNL Mediagene,2013186
1872812,TCBWF,TC BioPharm (Holdings) plc,1872812
1022899,PTIXW,"Protagenic Therapeutics, Inc.new",1022899
1849737,PLAOF,Patria Latin American Opportunity Acquisition Corp.,1849737
1409493,CIMP,CHIMERA INVESTMENT CORP,1409493
1409493,CIMN,CHIMERA INVESTMENT CORP,1409493
1409493,CIMO,CHIMERA INVESTMENT CORP,1409493
1094032,QDMID,QDM International Inc.,1094032
23795,CTO-PA,"CTO Realty Growth, Inc.",23795
310522,FNMAP,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,310522
1802450,MSPRW,"MSP Recovery, Inc.",1802450
1802450,MSPRZ,"MSP Recovery, Inc.",1802450
1820190,SCLXW,Scilex Holding Co,1820190
1872525,SWAGW,"Stran & Company, Inc.",1872525
2010653,FVNNU,Future Vision II Acquisition Corp.,2010653
2010653,FVNNR,Future Vision II Acquisition Corp.,2010653
1360214,HROWL,"HARROW, INC.",1360214
1360214,HROWM,"HARROW, INC.",1360214
1680139,HLYKD,HealthLynked Corp,1680139
1804469,GFAIW,"Guardforce AI Co., Ltd.",1804469
1136174,OTRQQ,"Ontrak, Inc.",1136174
2033593,SVCCW,Stellar V Capital Corp. (Cayman Islands),2033593
